day,location,temperature
2008-09-13,rkm444,
2008-09-13,rkm470,13.140999999999998
2008-09-13,rkm485,12.472000000000001
2008-09-13,rkm440,14.479000000000001
2008-09-13,rkm483,12.561
2008-09-13,rkm479,12.739
2008-09-13,rkm450,14.033
2008-09-14,rkm450,14.151
2008-09-14,rkm470,13.219000000000001
2008-09-14,rkm440,14.617
2008-09-14,rkm483,12.613
2008-09-14,rkm485,12.52
2008-09-14,rkm444,
2008-09-14,rkm479,12.799000000000001
2008-09-15,rkm444,
2008-09-15,rkm470,13.298
2008-09-15,rkm485,12.65
2008-09-15,rkm440,14.594000000000001
2008-09-15,rkm479,12.909
2008-09-15,rkm450,14.161
2008-09-15,rkm483,12.735999999999999
2008-09-16,rkm470,13.314
2008-09-16,rkm440,14.452
2008-09-16,rkm479,12.972000000000001
2008-09-16,rkm450,14.072000000000001
2008-09-16,rkm485,12.745
2008-09-16,rkm444,
2008-09-16,rkm483,12.82
2008-09-17,rkm440,14.762
2008-09-17,rkm444,
2008-09-17,rkm485,12.872
2008-09-17,rkm483,12.956
2008-09-17,rkm450,14.342
2008-09-17,rkm479,13.124
2008-09-17,rkm470,13.502
2008-09-18,rkm483,12.982000000000001
2008-09-18,rkm450,14.140999999999998
2008-09-18,rkm444,
2008-09-18,rkm440,14.492
2008-09-18,rkm485,12.912
2008-09-18,rkm470,13.439
2008-09-18,rkm479,13.122
2008-09-19,rkm483,12.921
2008-09-19,rkm450,13.882
2008-09-19,rkm444,
2008-09-19,rkm479,13.037
2008-09-19,rkm485,12.863
2008-09-19,rkm440,14.174000000000001
2008-09-19,rkm470,13.3
2008-09-20,rkm479,13.115
2008-09-20,rkm470,13.427999999999999
2008-09-20,rkm450,14.122
2008-09-20,rkm483,12.975999999999999
2008-09-20,rkm485,12.907
2008-09-20,rkm440,14.47
2008-09-20,rkm444,
2008-09-21,rkm470,13.606
2008-09-21,rkm479,13.290999999999999
2008-09-21,rkm440,14.655999999999999
2008-09-21,rkm485,13.081
2008-09-21,rkm444,
2008-09-21,rkm483,13.151
2008-09-21,rkm450,14.306
2008-09-22,rkm479,13.395999999999999
2008-09-22,rkm444,
2008-09-22,rkm450,14.372
2008-09-22,rkm483,13.261
2008-09-22,rkm440,14.708
2008-09-22,rkm485,13.194
2008-09-22,rkm470,13.699000000000002
2008-09-23,rkm470,13.735999999999999
2008-09-23,rkm479,13.425
2008-09-23,rkm440,14.77
2008-09-23,rkm450,14.425
2008-09-23,rkm485,13.219000000000001
2008-09-23,rkm444,
2008-09-23,rkm483,13.287
2008-09-24,rkm450,14.392000000000001
2008-09-24,rkm440,14.708
2008-09-24,rkm485,13.287
2008-09-24,rkm470,13.761
2008-09-24,rkm444,
2008-09-24,rkm483,13.35
2008-09-24,rkm479,13.475999999999999
2008-09-25,rkm444,
2008-09-25,rkm450,14.609000000000002
2008-09-25,rkm470,13.921
2008-09-25,rkm479,13.610999999999999
2008-09-25,rkm483,13.472999999999999
2008-09-25,rkm440,14.953
2008-09-25,rkm485,13.405
2008-09-26,rkm450,14.686
2008-09-26,rkm485,13.52
2008-09-26,rkm470,14.02
2008-09-26,rkm444,
2008-09-26,rkm483,13.585999999999999
2008-09-26,rkm479,13.719000000000001
2008-09-26,rkm440,15.02
2008-09-27,rkm485,13.657
2008-09-27,rkm483,13.735999999999999
2008-09-27,rkm450,15.054
2008-09-27,rkm440,15.454
2008-09-27,rkm479,13.895999999999999
2008-09-27,rkm444,
2008-09-27,rkm470,14.255999999999998
2008-09-28,rkm470,14.31
2008-09-28,rkm479,13.958
2008-09-28,rkm450,15.091
2008-09-28,rkm485,13.724
2008-09-28,rkm444,
2008-09-28,rkm440,15.482000000000001
2008-09-28,rkm483,13.802
2008-09-29,rkm479,13.921
2008-09-29,rkm450,15.009
2008-09-29,rkm444,
2008-09-29,rkm440,15.385
2008-09-29,rkm485,13.696
2008-09-29,rkm483,13.770999999999999
2008-09-29,rkm470,14.259
2008-09-30,rkm485,13.796
2008-09-30,rkm470,14.347000000000001
2008-09-30,rkm440,15.449000000000002
2008-09-30,rkm444,
2008-09-30,rkm483,13.869000000000002
2008-09-30,rkm450,15.081
2008-09-30,rkm479,14.015999999999998
2008-10-01,rkm470,14.28
2008-10-01,rkm450,14.835
2008-10-01,rkm479,14.029000000000002
2008-10-01,rkm485,13.863
2008-10-01,rkm440,15.113
2008-10-01,rkm444,
2008-10-01,rkm483,13.918
2008-10-02,rkm444,
2008-10-02,rkm479,14.01
2008-10-02,rkm483,13.894
2008-10-02,rkm450,14.847000000000001
2008-10-02,rkm485,13.837
2008-10-02,rkm470,14.27
2008-10-02,rkm440,15.136
2008-10-03,rkm440,14.319
2008-10-03,rkm450,14.194
2008-10-03,rkm479,13.831
2008-10-03,rkm485,13.755999999999998
2008-10-03,rkm444,
2008-10-03,rkm470,13.944
2008-10-03,rkm483,13.780999999999999
2008-10-04,rkm440,15.014000000000001
2008-10-04,rkm444,
2008-10-04,rkm479,13.905999999999999
2008-10-04,rkm470,14.162
2008-10-04,rkm485,13.735999999999999
2008-10-04,rkm450,14.73
2008-10-04,rkm483,13.792
2008-10-05,rkm470,14.208
2008-10-05,rkm479,14.019
2008-10-05,rkm483,13.935
2008-10-05,rkm450,14.628
2008-10-05,rkm444,
2008-10-05,rkm440,14.838
2008-10-05,rkm485,13.892999999999999
2008-10-06,rkm470,14.409
2008-10-06,rkm440,15.395
2008-10-06,rkm479,14.113
2008-10-06,rkm485,13.915999999999999
2008-10-06,rkm444,
2008-10-06,rkm450,15.065999999999999
2008-10-06,rkm483,13.981
2008-10-07,rkm485,14.071
2008-10-07,rkm444,
2008-10-07,rkm483,14.133
2008-10-07,rkm479,14.257
2008-10-07,rkm450,15.158
2008-10-07,rkm470,14.537
2008-10-07,rkm440,15.469000000000001
2008-10-08,rkm444,
2008-10-08,rkm479,14.386
2008-10-08,rkm450,15.138
2008-10-08,rkm483,14.282
2008-10-08,rkm485,14.231
2008-10-08,rkm440,15.397
2008-10-08,rkm470,14.62
2008-10-09,rkm483,14.109000000000002
2008-10-09,rkm470,14.298
2008-10-09,rkm450,14.587
2008-10-09,rkm444,
2008-10-09,rkm440,14.732000000000001
2008-10-09,rkm485,14.081
2008-10-09,rkm479,14.167
2008-10-10,rkm485,13.863
2008-10-10,rkm444,
2008-10-10,rkm440,13.773
2008-10-10,rkm483,13.859000000000002
2008-10-10,rkm450,13.793
2008-10-10,rkm470,13.833
2008-10-10,rkm479,13.850999999999999
2008-10-11,rkm479,13.843
2008-10-11,rkm450,13.638
2008-10-11,rkm470,13.78
2008-10-11,rkm444,
2008-10-11,rkm483,13.870999999999999
2008-10-11,rkm440,13.568
2008-10-11,rkm485,13.886
2008-10-12,rkm479,13.9
2008-10-12,rkm440,13.869000000000002
2008-10-12,rkm485,13.905
2008-10-12,rkm444,
2008-10-12,rkm450,13.877
2008-10-12,rkm470,13.892999999999999
2008-10-12,rkm483,13.902999999999999
2008-10-13,rkm450,14.572000000000001
2008-10-13,rkm479,14.222000000000001
2008-10-13,rkm444,
2008-10-13,rkm483,14.174000000000001
2008-10-13,rkm470,14.331
2008-10-13,rkm485,14.15
2008-10-13,rkm440,14.692
2008-10-14,rkm440,15.254000000000001
2008-10-14,rkm450,15.026
2008-10-14,rkm485,14.225999999999999
2008-10-14,rkm470,14.569
2008-10-14,rkm444,
2008-10-14,rkm483,14.270999999999999
2008-10-14,rkm479,14.363
2008-10-15,rkm479,14.437999999999999
2008-10-15,rkm450,14.972000000000001
2008-10-15,rkm470,14.604000000000001
2008-10-15,rkm440,15.155
2008-10-15,rkm444,
2008-10-15,rkm483,14.364
2008-10-15,rkm485,14.328
2008-10-16,rkm479,14.444
2008-10-16,rkm470,14.629000000000001
2008-10-16,rkm444,
2008-10-16,rkm450,15.039000000000001
2008-10-16,rkm440,15.245
2008-10-16,rkm483,14.362
2008-10-16,rkm485,14.321
2008-10-17,rkm450,14.829
2008-10-17,rkm479,14.431
2008-10-17,rkm483,14.376
2008-10-17,rkm444,
2008-10-17,rkm470,14.555
2008-10-17,rkm485,14.349
2008-10-17,rkm440,14.966
2008-10-18,rkm485,14.200999999999999
2008-10-18,rkm479,14.280999999999999
2008-10-18,rkm440,14.802999999999999
2008-10-18,rkm444,
2008-10-18,rkm483,14.227
2008-10-18,rkm470,14.402000000000001
2008-10-18,rkm450,14.669
2008-10-19,rkm450,14.53
2008-10-19,rkm479,14.173
2008-10-19,rkm485,14.099
2008-10-19,rkm483,14.123
2008-10-19,rkm440,14.654000000000002
2008-10-19,rkm444,
2008-10-19,rkm470,14.284
2008-10-20,rkm450,14.515
2008-10-20,rkm479,14.232999999999999
2008-10-20,rkm470,14.321
2008-10-20,rkm440,14.612
2008-10-20,rkm483,14.194
2008-10-20,rkm485,14.175
2008-10-20,rkm444,
2008-10-21,rkm470,14.275
2008-10-21,rkm483,14.267999999999999
2008-10-21,rkm485,14.267999999999999
2008-10-21,rkm479,14.27
2008-10-21,rkm444,
2008-10-21,rkm440,14.289000000000001
2008-10-21,rkm450,14.284
2008-10-22,rkm444,
2008-10-22,rkm440,14.362
2008-10-22,rkm483,14.216
2008-10-22,rkm470,14.261
2008-10-22,rkm450,14.328
2008-10-22,rkm485,14.21
2008-10-22,rkm479,14.23
2008-10-23,rkm450,14.539000000000001
2008-10-23,rkm479,14.206
2008-10-23,rkm485,14.138
2008-10-23,rkm483,14.16
2008-10-23,rkm444,
2008-10-23,rkm470,14.31
2008-10-23,rkm440,14.654000000000002
2008-10-24,rkm483,14.25
2008-10-24,rkm450,14.610999999999999
2008-10-24,rkm485,14.229000000000001
2008-10-24,rkm479,14.294
2008-10-24,rkm444,
2008-10-24,rkm440,14.720999999999998
2008-10-24,rkm470,14.392999999999999
2008-10-25,rkm485,14.255999999999998
2008-10-25,rkm450,14.629000000000001
2008-10-25,rkm479,14.32
2008-10-25,rkm470,14.415999999999999
2008-10-25,rkm483,14.277000000000001
2008-10-25,rkm444,
2008-10-25,rkm440,14.735999999999999
2008-10-26,rkm479,14.377
2008-10-26,rkm450,14.734000000000002
2008-10-26,rkm440,14.857000000000001
2008-10-26,rkm470,14.488
2008-10-26,rkm483,14.327
2008-10-26,rkm485,14.302999999999999
2008-10-26,rkm444,
2008-10-27,rkm485,14.3
2008-10-27,rkm470,14.360999999999999
2008-10-27,rkm444,
2008-10-27,rkm483,14.308
2008-10-27,rkm440,14.482999999999999
2008-10-27,rkm450,14.442
2008-10-27,rkm479,14.324000000000002
2008-10-28,rkm483,14.297
2008-10-28,rkm479,14.328
2008-10-28,rkm450,14.552
2008-10-28,rkm440,14.629000000000001
2008-10-28,rkm470,14.398
2008-10-28,rkm485,14.282
2008-10-28,rkm444,
2008-10-29,rkm440,14.66
2008-10-29,rkm470,14.427999999999999
2008-10-29,rkm444,
2008-10-29,rkm479,14.357999999999999
2008-10-29,rkm450,14.582
2008-10-29,rkm483,14.327
2008-10-29,rkm485,14.312000000000001
2008-10-30,rkm483,14.369000000000002
2008-10-30,rkm479,14.331
2008-10-30,rkm485,14.388
2008-10-30,rkm450,14.059000000000001
2008-10-30,rkm440,13.965
2008-10-30,rkm444,
2008-10-30,rkm470,14.247
2008-10-31,rkm470,14.509
2008-10-31,rkm485,14.458
2008-10-31,rkm479,14.478
2008-10-31,rkm440,14.610999999999999
2008-10-31,rkm483,14.464
2008-10-31,rkm450,14.577
2008-10-31,rkm444,
2008-11-01,rkm444,
2008-11-01,rkm440,14.225999999999999
2008-11-01,rkm479,14.436
2008-11-01,rkm485,14.469000000000001
2008-11-01,rkm450,14.28
2008-11-01,rkm483,14.458
2008-11-01,rkm470,14.388
2008-11-02,rkm450,14.437000000000001
2008-11-02,rkm440,14.455
2008-11-02,rkm485,14.375
2008-11-02,rkm479,14.385
2008-11-02,rkm444,
2008-11-02,rkm483,14.378
2008-11-02,rkm470,14.402000000000001
2008-11-03,rkm479,14.119000000000002
2008-11-03,rkm485,14.252
2008-11-03,rkm444,
2008-11-03,rkm440,13.258
2008-11-03,rkm470,13.921
2008-11-03,rkm483,14.207
2008-11-03,rkm450,13.479000000000001
2008-11-04,rkm485,14.175
2008-11-04,rkm450,13.554
2008-11-04,rkm483,14.139000000000001
2008-11-04,rkm479,14.068
2008-11-04,rkm440,13.377
2008-11-04,rkm444,
2008-11-04,rkm470,13.909
2008-11-05,rkm450,12.95
2008-11-05,rkm483,13.834000000000001
2008-11-05,rkm444,
2008-11-05,rkm485,13.888
2008-11-05,rkm440,12.682
2008-11-05,rkm479,13.727
2008-11-05,rkm470,13.485999999999999
2008-11-06,rkm483,13.835
2008-11-06,rkm440,14.040999999999999
2008-11-06,rkm485,13.825999999999999
2008-11-06,rkm479,13.854000000000001
2008-11-06,rkm470,13.898
2008-11-06,rkm450,13.993
2008-11-06,rkm444,
2008-11-07,rkm444,
2008-11-07,rkm485,14.171
2008-11-07,rkm479,14.165999999999999
2008-11-07,rkm440,14.135
2008-11-07,rkm450,14.142999999999999
2008-11-07,rkm483,14.169
2008-11-07,rkm470,14.159
2008-11-08,rkm470,14.335
2008-11-08,rkm440,14.497
2008-11-08,rkm483,14.264000000000001
2008-11-08,rkm444,
2008-11-08,rkm485,14.254000000000001
2008-11-08,rkm450,14.443
2008-11-08,rkm479,14.286
2008-11-09,rkm450,14.421
2008-11-09,rkm483,14.13
2008-11-09,rkm440,14.508
2008-11-09,rkm479,14.165
2008-11-09,rkm470,14.245
2008-11-09,rkm485,14.113
2008-11-09,rkm444,
2008-11-10,rkm470,13.944
2008-11-10,rkm450,14.005
2008-11-10,rkm479,13.915999999999999
2008-11-10,rkm483,13.904000000000002
2008-11-10,rkm444,
2008-11-10,rkm440,14.035
2008-11-10,rkm485,13.898
2008-11-11,rkm440,13.745
2008-11-11,rkm444,
2008-11-11,rkm483,13.671
2008-11-11,rkm485,13.668
2008-11-11,rkm470,13.694
2008-11-11,rkm450,13.728
2008-11-11,rkm479,13.677999999999999
2008-11-12,rkm444,
2008-11-12,rkm470,13.868
2008-11-12,rkm483,13.737
2008-11-12,rkm479,13.777000000000001
2008-11-12,rkm450,14.069
2008-11-12,rkm440,14.17
2008-11-12,rkm485,13.717
2008-11-13,rkm440,14.677
2008-11-13,rkm470,14.159
2008-11-13,rkm450,14.504000000000001
2008-11-13,rkm485,13.9
2008-11-13,rkm479,14.003
2008-11-13,rkm444,
2008-11-13,rkm483,13.934000000000001
2008-11-14,rkm485,13.738
2008-11-14,rkm450,14.305
2008-11-14,rkm479,13.835
2008-11-14,rkm483,13.77
2008-11-14,rkm470,13.981
2008-11-14,rkm440,14.467
2008-11-14,rkm444,
2008-11-15,rkm450,14.317
2008-11-15,rkm483,13.651
2008-11-15,rkm470,13.914000000000001
2008-11-15,rkm479,13.732000000000001
2008-11-15,rkm485,13.610999999999999
2008-11-15,rkm440,14.519
2008-11-15,rkm444,
2008-11-16,rkm444,
2008-11-16,rkm440,14.227
2008-11-16,rkm483,13.595999999999998
2008-11-16,rkm450,14.08
2008-11-16,rkm479,13.655
2008-11-16,rkm485,13.567
2008-11-16,rkm470,13.787
2008-11-17,rkm470,13.610999999999999
2008-11-17,rkm450,13.76
2008-11-17,rkm444,
2008-11-17,rkm485,13.499
2008-11-17,rkm479,13.543
2008-11-17,rkm440,13.835
2008-11-17,rkm483,13.513
2008-11-18,rkm483,13.466
2008-11-18,rkm450,13.714
2008-11-18,rkm440,13.79
2008-11-18,rkm479,13.495999999999999
2008-11-18,rkm444,
2008-11-18,rkm470,13.564
2008-11-18,rkm485,13.450999999999999
2008-11-19,rkm470,13.363
2008-11-19,rkm485,13.277000000000001
2008-11-19,rkm450,13.477
2008-11-19,rkm444,
2008-11-19,rkm440,13.535
2008-11-19,rkm483,13.288
2008-11-19,rkm479,13.311
2008-11-20,rkm444,
2008-11-20,rkm483,13.107000000000001
2008-11-20,rkm450,12.991
2008-11-20,rkm470,13.062000000000001
2008-11-20,rkm479,13.093
2008-11-20,rkm485,13.115
2008-11-20,rkm440,12.955
2008-11-21,rkm485,13.075999999999999
2008-11-21,rkm470,13.004000000000001
2008-11-21,rkm483,13.065999999999999
2008-11-21,rkm440,12.859000000000002
2008-11-21,rkm450,12.907
2008-11-21,rkm444,
2008-11-21,rkm479,13.047
2008-11-22,rkm444,
2008-11-22,rkm485,12.935
2008-11-22,rkm470,12.812000000000001
2008-11-22,rkm450,12.647
2008-11-22,rkm479,12.885
2008-11-22,rkm483,12.918
2008-11-22,rkm440,12.565
2008-11-23,rkm450,12.823
2008-11-23,rkm479,12.921
2008-11-23,rkm485,12.942
2008-11-23,rkm483,12.935
2008-11-23,rkm444,
2008-11-23,rkm470,12.890999999999998
2008-11-23,rkm440,12.789000000000001
2008-11-24,rkm483,13.092
2008-11-24,rkm485,13.107999999999999
2008-11-24,rkm470,12.988
2008-11-24,rkm450,12.827
2008-11-24,rkm479,13.06
2008-11-24,rkm440,12.747
2008-11-24,rkm444,
2008-11-25,rkm470,13.130999999999998
2008-11-25,rkm440,13.068
2008-11-25,rkm444,
2008-11-25,rkm483,13.157
2008-11-25,rkm479,13.149000000000001
2008-11-25,rkm485,13.162
2008-11-25,rkm450,13.089
2008-11-26,rkm440,13.386
2008-11-26,rkm450,13.341
2008-11-26,rkm485,13.185
2008-11-26,rkm479,13.210999999999999
2008-11-26,rkm444,
2008-11-26,rkm470,13.252
2008-11-26,rkm483,13.193
2008-11-27,rkm485,13.15
2008-11-27,rkm440,13.372
2008-11-27,rkm483,13.159
2008-11-27,rkm444,
2008-11-27,rkm479,13.179
2008-11-27,rkm470,13.224
2008-11-27,rkm450,13.322000000000001
2008-11-28,rkm440,12.85
2008-11-28,rkm444,
2008-11-28,rkm483,13.05
2008-11-28,rkm450,12.895999999999999
2008-11-28,rkm485,13.06
2008-11-28,rkm479,13.032
2008-11-28,rkm470,12.99
2008-11-29,rkm485,13.011
2008-11-29,rkm444,
2008-11-29,rkm483,13.030999999999999
2008-11-29,rkm479,13.072000000000001
2008-11-29,rkm440,13.47
2008-11-29,rkm450,13.368
2008-11-29,rkm470,13.164000000000001
2008-11-30,rkm440,13.49
2008-11-30,rkm450,13.357000000000001
2008-11-30,rkm483,12.919
2008-11-30,rkm485,12.892999999999999
2008-11-30,rkm444,
2008-11-30,rkm470,13.092
2008-11-30,rkm479,12.972000000000001
2008-12-01,rkm450,12.706
2008-12-01,rkm483,12.86
2008-12-01,rkm479,12.842
2008-12-01,rkm485,12.87
2008-12-01,rkm440,12.66
2008-12-01,rkm444,
2008-12-01,rkm470,12.8
2008-12-02,rkm470,12.877
2008-12-02,rkm444,
2008-12-02,rkm450,12.942
2008-12-02,rkm479,12.847000000000001
2008-12-02,rkm440,12.975
2008-12-02,rkm483,12.834000000000001
2008-12-02,rkm485,12.828
2008-12-03,rkm440,11.905999999999999
2008-12-03,rkm470,12.427999999999999
2008-12-03,rkm444,
2008-12-03,rkm479,12.584000000000001
2008-12-03,rkm483,12.654000000000002
2008-12-03,rkm485,12.689
2008-12-03,rkm450,12.08
2008-12-04,rkm485,12.517999999999999
2008-12-04,rkm483,12.485999999999999
2008-12-04,rkm470,12.282
2008-12-04,rkm440,11.809000000000001
2008-12-04,rkm479,12.423
2008-12-04,rkm444,
2008-12-04,rkm450,11.967
2008-12-05,rkm483,12.357999999999999
2008-12-05,rkm444,
2008-12-05,rkm470,12.284
2008-12-05,rkm440,12.112
2008-12-05,rkm479,12.335
2008-12-05,rkm450,12.169
2008-12-05,rkm485,12.37
2008-12-06,rkm479,12.196
2008-12-06,rkm440,11.652999999999999
2008-12-06,rkm485,12.28
2008-12-06,rkm470,12.071
2008-12-06,rkm444,
2008-12-06,rkm450,11.792
2008-12-06,rkm483,12.252
2008-12-07,rkm450,11.53
2008-12-07,rkm470,11.927999999999999
2008-12-07,rkm483,12.186
2008-12-07,rkm440,11.332
2008-12-07,rkm479,12.106
2008-12-07,rkm444,
2008-12-07,rkm485,12.225999999999999
2008-12-08,rkm450,11.902000000000001
2008-12-08,rkm485,12.173
2008-12-08,rkm440,11.825
2008-12-08,rkm479,12.126
2008-12-08,rkm483,12.157
2008-12-08,rkm444,
2008-12-08,rkm470,12.057
2008-12-09,rkm470,11.729000000000001
2008-12-09,rkm483,11.849
2008-12-09,rkm444,
2008-12-09,rkm485,11.868
2008-12-09,rkm440,11.45
2008-12-09,rkm450,11.543
2008-12-09,rkm479,11.812000000000001
2008-12-10,rkm440,11.386
2008-12-10,rkm470,11.655
2008-12-10,rkm483,11.770999999999999
2008-12-10,rkm450,11.475999999999999
2008-12-10,rkm485,11.789000000000001
2008-12-10,rkm444,
2008-12-10,rkm479,11.735
2008-12-11,rkm440,11.07
2008-12-11,rkm450,11.215
2008-12-11,rkm483,11.694
2008-12-11,rkm444,
2008-12-11,rkm485,11.724
2008-12-11,rkm470,11.505999999999998
2008-12-11,rkm479,11.636
2008-12-12,rkm440,10.693
2008-12-12,rkm483,11.708
2008-12-12,rkm485,11.755999999999998
2008-12-12,rkm450,10.929
2008-12-12,rkm470,11.402000000000001
2008-12-12,rkm479,11.614
2008-12-12,rkm444,
2008-12-13,rkm479,11.482000000000001
2008-12-13,rkm483,11.602
2008-12-13,rkm450,10.610999999999999
2008-12-13,rkm440,10.311
2008-12-13,rkm485,11.662
2008-12-13,rkm444,
2008-12-13,rkm470,11.212
2008-12-14,rkm470,10.796
2008-12-14,rkm483,11.337
2008-12-14,rkm450,9.962
2008-12-14,rkm440,9.546
2008-12-14,rkm479,11.171
2008-12-14,rkm444,
2008-12-14,rkm485,11.421
2008-12-15,rkm483,11.132
2008-12-15,rkm470,10.703
2008-12-15,rkm450,10.041
2008-12-15,rkm485,11.199000000000002
2008-12-15,rkm444,
2008-12-15,rkm479,11.0
2008-12-15,rkm440,9.71
2008-12-16,rkm479,10.868
2008-12-16,rkm470,10.625
2008-12-16,rkm485,11.03
2008-12-16,rkm444,
2008-12-16,rkm450,10.085
2008-12-16,rkm440,9.815
2008-12-16,rkm483,10.975999999999999
2008-12-17,rkm450,9.577
2008-12-17,rkm483,10.789000000000001
2008-12-17,rkm440,9.209
2008-12-17,rkm444,
2008-12-17,rkm470,10.312000000000001
2008-12-17,rkm479,10.642000000000001
2008-12-17,rkm485,10.863
2008-12-18,rkm450,8.941
2008-12-18,rkm483,10.657
2008-12-18,rkm440,8.421
2008-12-18,rkm485,10.761
2008-12-18,rkm444,
2008-12-18,rkm470,9.981
2008-12-18,rkm479,10.449000000000002
2008-12-19,rkm470,10.356
2008-12-19,rkm450,9.902000000000001
2008-12-19,rkm444,
2008-12-19,rkm483,10.65
2008-12-19,rkm485,10.696
2008-12-19,rkm479,10.56
2008-12-19,rkm440,9.676
2008-12-20,rkm470,10.193999999999999
2008-12-20,rkm444,
2008-12-20,rkm440,9.37
2008-12-20,rkm450,9.644
2008-12-20,rkm483,10.550999999999998
2008-12-20,rkm479,10.440999999999999
2008-12-20,rkm485,10.606
2008-12-21,rkm483,10.479000000000001
2008-12-21,rkm479,10.405999999999999
2008-12-21,rkm485,10.515999999999998
2008-12-21,rkm444,
2008-12-21,rkm450,9.879
2008-12-21,rkm440,9.697000000000001
2008-12-21,rkm470,10.243
2008-12-22,rkm470,10.158999999999999
2008-12-22,rkm444,
2008-12-22,rkm440,9.552999999999999
2008-12-22,rkm483,10.421
2008-12-22,rkm479,10.34
2008-12-22,rkm450,9.755
2008-12-22,rkm485,10.462
2008-12-23,rkm450,9.501
2008-12-23,rkm440,9.244
2008-12-23,rkm483,10.35
2008-12-23,rkm479,10.247
2008-12-23,rkm485,10.402000000000001
2008-12-23,rkm470,10.016
2008-12-23,rkm444,
2008-12-24,rkm440,9.187000000000001
2008-12-24,rkm485,10.243
2008-12-24,rkm479,10.102
2008-12-24,rkm450,9.421
2008-12-24,rkm483,10.196
2008-12-24,rkm470,9.891
2008-12-24,rkm444,
2008-12-25,rkm450,9.317
2008-12-25,rkm470,9.756
2008-12-25,rkm440,9.097000000000001
2008-12-25,rkm483,10.041
2008-12-25,rkm479,9.953
2008-12-25,rkm485,10.085
2008-12-25,rkm444,
2008-12-26,rkm444,
2008-12-26,rkm483,9.87
2008-12-26,rkm470,9.578
2008-12-26,rkm440,8.901
2008-12-26,rkm450,9.127
2008-12-26,rkm479,9.78
2008-12-26,rkm485,9.916
2008-12-27,rkm450,9.423
2008-12-27,rkm444,
2008-12-27,rkm483,9.738999999999999
2008-12-27,rkm485,9.759
2008-12-27,rkm479,9.701
2008-12-27,rkm440,9.327
2008-12-27,rkm470,9.615
2008-12-28,rkm440,9.017999999999999
2008-12-28,rkm470,9.443999999999999
2008-12-28,rkm483,9.628
2008-12-28,rkm479,9.571
2008-12-28,rkm444,
2008-12-28,rkm450,9.16
2008-12-28,rkm485,9.657
2008-12-29,rkm440,9.339
2008-12-29,rkm485,9.666
2008-12-29,rkm444,
2008-12-29,rkm483,9.651
2008-12-29,rkm479,9.622
2008-12-29,rkm450,9.411
2008-12-29,rkm470,9.557
2008-12-30,rkm485,9.469
2008-12-30,rkm479,9.485
2008-12-30,rkm483,9.474
2008-12-30,rkm470,9.511000000000001
2008-12-30,rkm440,9.594
2008-12-30,rkm444,
2008-12-30,rkm450,9.566
2008-12-31,rkm444,
2008-12-31,rkm485,9.287
2008-12-31,rkm479,9.262
2008-12-31,rkm483,9.277999999999999
2008-12-31,rkm440,
2008-12-31,rkm470,9.226
2008-12-31,rkm450,9.144
2009-01-01,rkm444,
2009-01-01,rkm440,
2009-01-01,rkm450,8.812999999999999
2009-01-01,rkm470,9.1405
2009-01-01,rkm483,9.244499999999999
2009-01-01,rkm485,9.261500000000002
2009-01-01,rkm479,9.2125
2009-01-02,rkm444,
2009-01-02,rkm483,9.119499999999999
2009-01-02,rkm479,9.053
2009-01-02,rkm450,8.326
2009-01-02,rkm485,9.153500000000001
2009-01-02,rkm470,8.903500000000001
2009-01-02,rkm440,
2009-01-03,rkm440,
2009-01-03,rkm450,8.079
2009-01-03,rkm470,8.635
2009-01-03,rkm479,8.829
2009-01-03,rkm485,8.959
2009-01-03,rkm483,8.915499999999998
2009-01-03,rkm444,
2009-01-04,rkm485,8.760000000000002
2009-01-04,rkm450,8.386000000000001
2009-01-04,rkm470,8.533999999999999
2009-01-04,rkm444,
2009-01-04,rkm483,8.7295
2009-01-04,rkm440,
2009-01-04,rkm479,8.669
2009-01-05,rkm483,8.683
2009-01-05,rkm485,8.687000000000001
2009-01-05,rkm470,8.6615
2009-01-05,rkm440,
2009-01-05,rkm444,
2009-01-05,rkm450,8.868
2009-01-05,rkm479,8.675999999999998
2009-01-06,rkm483,8.7645
2009-01-06,rkm479,8.786
2009-01-06,rkm444,
2009-01-06,rkm440,
2009-01-06,rkm470,8.8355
2009-01-06,rkm485,8.754000000000001
2009-01-06,rkm450,9.019
2009-01-07,rkm485,8.835
2009-01-07,rkm483,8.841
2009-01-07,rkm479,8.853
2009-01-07,rkm440,
2009-01-07,rkm444,
2009-01-07,rkm470,8.8805
2009-01-07,rkm450,8.863
2009-01-08,rkm450,8.4
2009-01-08,rkm479,8.8545
2009-01-08,rkm440,
2009-01-08,rkm444,
2009-01-08,rkm483,8.8855
2009-01-08,rkm485,8.901
2009-01-08,rkm470,8.785499999999999
2009-01-09,rkm479,8.868500000000001
2009-01-09,rkm440,
2009-01-09,rkm483,8.893
2009-01-09,rkm485,8.9055
2009-01-09,rkm450,8.986
2009-01-09,rkm470,8.814499999999999
2009-01-09,rkm444,
2009-01-10,rkm470,8.895499999999998
2009-01-10,rkm485,8.806000000000001
2009-01-10,rkm479,8.8415
2009-01-10,rkm444,
2009-01-10,rkm483,8.817499999999999
2009-01-10,rkm450,9.043
2009-01-10,rkm440,
2009-01-11,rkm440,
2009-01-11,rkm479,8.8565
2009-01-11,rkm483,8.791
2009-01-11,rkm470,9.004
