day,location,temperature
2000-11-28,rkm470,11.790999999999999
2000-11-28,rkm485,11.812000000000001
2000-11-28,rkm440,11.749
2000-11-28,rkm450,11.763
2000-11-28,rkm479,11.802999999999999
2000-11-28,rkm444,
2000-11-29,rkm483,11.786
2000-11-29,rkm485,11.793
2000-11-29,rkm470,11.747
2000-11-29,rkm450,11.685
2000-11-29,rkm440,11.655
2000-11-29,rkm479,11.774000000000001
2000-11-29,rkm444,
2000-11-30,rkm483,11.745
2000-11-30,rkm444,
2000-11-30,rkm479,11.745
2000-11-30,rkm470,11.745
2000-11-30,rkm485,11.745
2000-11-30,rkm450,11.745
2000-11-30,rkm440,11.745
2000-12-01,rkm485,11.68
2000-12-01,rkm483,11.665
2000-12-01,rkm444,
2000-12-01,rkm479,11.636
2000-12-01,rkm470,11.571
2000-12-01,rkm440,11.353
2000-12-01,rkm450,11.425
2000-12-02,rkm440,11.309000000000001
2000-12-02,rkm483,11.640999999999998
2000-12-02,rkm444,
2000-12-02,rkm470,11.540999999999999
2000-12-02,rkm450,11.386
2000-12-02,rkm485,11.657
2000-12-02,rkm479,11.61
2000-12-03,rkm483,12.02
2000-12-03,rkm450,11.026
2000-12-03,rkm479,11.9
2000-12-03,rkm485,12.081
2000-12-03,rkm470,11.629000000000001
2000-12-03,rkm440,10.725
2000-12-03,rkm444,
2000-12-04,rkm485,12.458
2000-12-04,rkm479,12.347999999999999
2000-12-04,rkm470,12.185
2000-12-04,rkm444,
2000-12-04,rkm483,12.421
2000-12-04,rkm450,11.821
2000-12-04,rkm440,11.639000000000001
2000-12-05,rkm483,12.459000000000001
2000-12-05,rkm450,11.867
2000-12-05,rkm440,11.687999999999999
2000-12-05,rkm470,12.225999999999999
2000-12-05,rkm444,
2000-12-05,rkm485,12.495
2000-12-05,rkm479,12.387
2000-12-06,rkm444,
2000-12-06,rkm483,12.401
2000-12-06,rkm479,12.312999999999999
2000-12-06,rkm470,12.115
2000-12-06,rkm485,12.446
2000-12-06,rkm450,11.673
2000-12-06,rkm440,11.453
2000-12-07,rkm479,12.297
2000-12-07,rkm444,
2000-12-07,rkm450,11.924000000000001
2000-12-07,rkm470,12.182
2000-12-07,rkm485,12.375
2000-12-07,rkm483,12.349
2000-12-07,rkm440,11.796
2000-12-08,rkm479,12.319
2000-12-08,rkm470,12.255999999999998
2000-12-08,rkm485,12.360999999999999
2000-12-08,rkm450,12.116
2000-12-08,rkm483,12.347000000000001
2000-12-08,rkm440,12.046
2000-12-08,rkm444,
2000-12-09,rkm440,11.277000000000001
2000-12-09,rkm479,12.142999999999999
2000-12-09,rkm450,11.499
2000-12-09,rkm485,12.277000000000001
2000-12-09,rkm470,11.944
2000-12-09,rkm444,
2000-12-09,rkm483,12.232000000000001
2000-12-10,rkm483,12.24
2000-12-10,rkm440,12.24
2000-12-10,rkm444,
2000-12-10,rkm485,12.24
2000-12-10,rkm470,12.24
2000-12-10,rkm479,12.24
2000-12-10,rkm450,12.24
2000-12-11,rkm444,
2000-12-11,rkm483,12.100999999999999
2000-12-11,rkm485,12.142999999999999
2000-12-11,rkm470,11.828
2000-12-11,rkm440,11.197000000000001
2000-12-11,rkm479,12.017000000000001
2000-12-11,rkm450,11.407
2000-12-12,rkm470,11.958
2000-12-12,rkm440,11.81
2000-12-12,rkm485,12.032
2000-12-12,rkm479,12.002
2000-12-12,rkm483,12.022
2000-12-12,rkm444,
2000-12-12,rkm450,11.859000000000002
2000-12-13,rkm483,11.873
2000-12-13,rkm485,11.925
2000-12-13,rkm444,
2000-12-13,rkm470,11.540999999999999
2000-12-13,rkm440,10.773
2000-12-13,rkm479,11.770999999999999
2000-12-13,rkm450,11.029000000000002
2000-12-14,rkm483,11.751
2000-12-14,rkm479,11.677
2000-12-14,rkm485,11.789000000000001
2000-12-14,rkm470,11.511
2000-12-14,rkm444,
2000-12-14,rkm440,10.954
2000-12-14,rkm450,11.14
2000-12-15,rkm440,11.677999999999999
2000-12-15,rkm444,
2000-12-15,rkm450,11.659
2000-12-15,rkm470,11.622
2000-12-15,rkm485,11.594000000000001
2000-12-15,rkm483,11.597000000000001
2000-12-15,rkm479,11.605
2000-12-16,rkm483,11.466
2000-12-16,rkm440,11.293
2000-12-16,rkm444,
2000-12-16,rkm450,11.334000000000001
2000-12-16,rkm470,11.414000000000001
2000-12-16,rkm479,11.45
2000-12-16,rkm485,11.474
2000-12-17,rkm450,10.860999999999999
2000-12-17,rkm440,10.707
2000-12-17,rkm483,11.367
2000-12-17,rkm470,11.168
2000-12-17,rkm444,
2000-12-17,rkm479,11.306
2000-12-17,rkm485,11.398
2000-12-18,rkm479,11.207
2000-12-18,rkm450,10.722999999999999
2000-12-18,rkm483,11.273
2000-12-18,rkm485,11.307
2000-12-18,rkm444,
2000-12-18,rkm470,11.057
2000-12-18,rkm440,10.557
2000-12-19,rkm444,
2000-12-19,rkm470,11.165999999999999
2000-12-19,rkm485,11.379000000000001
2000-12-19,rkm483,11.35
2000-12-19,rkm450,10.882
2000-12-19,rkm440,10.74
2000-12-19,rkm479,11.293
2000-12-20,rkm444,
2000-12-20,rkm485,11.485999999999999
2000-12-20,rkm440,11.255
2000-12-20,rkm483,11.475
2000-12-20,rkm450,11.306
2000-12-20,rkm479,11.455
2000-12-20,rkm470,11.409
2000-12-21,rkm440,10.494000000000002
2000-12-21,rkm479,11.270999999999999
2000-12-21,rkm444,
2000-12-21,rkm485,11.390999999999998
2000-12-21,rkm470,11.092
2000-12-21,rkm483,11.350999999999999
2000-12-21,rkm450,10.693
2000-12-22,rkm450,11.342
2000-12-22,rkm479,11.251
2000-12-22,rkm444,
2000-12-22,rkm485,11.232999999999999
2000-12-22,rkm483,11.239
2000-12-22,rkm440,11.373
2000-12-22,rkm470,11.28
2000-12-23,rkm479,10.837
2000-12-23,rkm450,10.477
2000-12-23,rkm470,10.725999999999999
2000-12-23,rkm485,10.912
2000-12-23,rkm444,
2000-12-23,rkm483,10.887
2000-12-23,rkm440,10.353
2000-12-24,rkm470,10.645
2000-12-24,rkm483,10.789000000000001
2000-12-24,rkm444,
2000-12-24,rkm485,10.812000000000001
2000-12-24,rkm479,10.745
2000-12-24,rkm450,10.422
2000-12-24,rkm440,10.311
2000-12-25,rkm440,10.093
2000-12-25,rkm483,10.529000000000002
2000-12-25,rkm479,10.489
2000-12-25,rkm485,10.55
2000-12-25,rkm470,10.398
2000-12-25,rkm450,10.195
2000-12-25,rkm444,
2000-12-26,rkm483,10.412
2000-12-26,rkm479,10.374
2000-12-26,rkm444,
2000-12-26,rkm470,10.287
2000-12-26,rkm450,10.093
2000-12-26,rkm440,9.997
2000-12-26,rkm485,10.432
2000-12-27,rkm444,
2000-12-27,rkm483,10.364
2000-12-27,rkm450,9.865
2000-12-27,rkm485,10.395
2000-12-27,rkm440,9.713
2000-12-27,rkm470,10.168
2000-12-27,rkm479,10.304
2000-12-28,rkm444,
2000-12-28,rkm450,10.056000000000001
2000-12-28,rkm485,10.5
2000-12-28,rkm479,10.424000000000001
2000-12-28,rkm470,10.31
2000-12-28,rkm483,10.474
2000-12-28,rkm440,9.93
2000-12-29,rkm479,10.465
2000-12-29,rkm470,10.331
2000-12-29,rkm483,10.525
2000-12-29,rkm485,10.555
2000-12-29,rkm444,
2000-12-29,rkm440,9.883
2000-12-29,rkm450,10.032
2000-12-30,rkm444,
2000-12-30,rkm450,10.113
2000-12-30,rkm440,9.965
2000-12-30,rkm483,10.600999999999999
2000-12-30,rkm485,10.630999999999998
2000-12-30,rkm470,10.409
2000-12-30,rkm479,10.542
2000-12-31,rkm485,10.703
2000-12-31,rkm470,10.574000000000002
2000-12-31,rkm440,10.315999999999999
2000-12-31,rkm450,10.402000000000001
2000-12-31,rkm483,10.685
2000-12-31,rkm444,
2000-12-31,rkm479,10.651
2001-01-01,rkm483,10.6935
2001-01-01,rkm470,10.6085
2001-01-01,rkm444,
2001-01-01,rkm479,10.6675
2001-01-01,rkm440,10.410499999999999
2001-01-01,rkm485,10.7075
2001-01-01,rkm450,10.4765
2001-01-02,rkm450,10.416999999999998
2001-01-02,rkm483,10.6915
2001-01-02,rkm470,10.584
2001-01-02,rkm479,10.6585
2001-01-02,rkm440,10.334
2001-01-02,rkm485,10.709
2001-01-02,rkm444,
2001-01-03,rkm470,10.499500000000001
2001-01-03,rkm483,10.6125
2001-01-03,rkm479,10.5775
2001-01-03,rkm450,10.3245
2001-01-03,rkm485,10.6305
2001-01-03,rkm440,10.2375
2001-01-03,rkm444,
2001-01-04,rkm450,10.2905
2001-01-04,rkm440,10.2305
2001-01-04,rkm470,10.4105
2001-01-04,rkm444,
2001-01-04,rkm485,10.500499999999999
2001-01-04,rkm479,10.463999999999999
2001-01-04,rkm483,10.488
2001-01-05,rkm444,
2001-01-05,rkm470,10.318000000000001
2001-01-05,rkm479,10.375999999999998
2001-01-05,rkm440,10.1235
2001-01-05,rkm450,10.188500000000001
2001-01-05,rkm483,10.401499999999999
2001-01-05,rkm485,10.415
2001-01-06,rkm440,9.8865
2001-01-06,rkm470,10.191500000000001
2001-01-06,rkm483,10.323
2001-01-06,rkm450,9.9885
2001-01-06,rkm479,10.282499999999999
2001-01-06,rkm485,10.343499999999999
2001-01-06,rkm444,
2001-01-07,rkm470,10.1335
2001-01-07,rkm485,10.296999999999999
2001-01-07,rkm483,10.275
2001-01-07,rkm444,
2001-01-07,rkm450,9.915
2001-01-07,rkm440,9.806000000000001
2001-01-07,rkm479,10.231
2001-01-08,rkm479,10.1235
2001-01-08,rkm485,10.230999999999998
2001-01-08,rkm444,
2001-01-08,rkm450,9.6065
2001-01-08,rkm483,10.195
2001-01-08,rkm470,9.9635
2001-01-08,rkm440,9.4285
2001-01-09,rkm450,9.334
2001-01-09,rkm470,9.7925
2001-01-09,rkm440,9.105
2001-01-09,rkm485,10.136
2001-01-09,rkm444,
2001-01-09,rkm479,9.9985
2001-01-09,rkm483,10.09
2001-01-10,rkm450,9.534500000000001
2001-01-10,rkm485,9.999500000000001
2001-01-10,rkm470,9.8005
2001-01-10,rkm444,
2001-01-10,rkm479,9.9195
2001-01-10,rkm440,9.402
2001-01-10,rkm483,9.9725
2001-01-11,rkm440,9.483
2001-01-11,rkm485,9.8235
2001-01-11,rkm483,9.807500000000001
2001-01-11,rkm479,9.7775
2001-01-11,rkm444,
2001-01-11,rkm450,9.558499999999999
2001-01-11,rkm470,9.71
2001-01-12,rkm444,
2001-01-12,rkm479,9.6905
2001-01-12,rkm450,9.448
2001-01-12,rkm485,9.741
2001-01-12,rkm470,9.6155
2001-01-12,rkm483,9.7235
2001-01-12,rkm440,9.364
2001-01-13,rkm470,9.552
2001-01-13,rkm479,9.6685
2001-01-13,rkm444,
2001-01-13,rkm485,9.747
2001-01-13,rkm450,9.2915
2001-01-13,rkm440,9.1615
2001-01-13,rkm483,9.7205
2001-01-14,rkm483,9.718
2001-01-14,rkm470,9.4705
2001-01-14,rkm479,9.6415
2001-01-14,rkm440,8.898
2001-01-14,rkm485,9.7565
2001-01-14,rkm444,
2001-01-14,rkm450,9.0885
2001-01-15,rkm470,9.366
2001-01-15,rkm444,
2001-01-15,rkm440,8.686
2001-01-15,rkm450,8.913
2001-01-15,rkm479,9.569500000000001
2001-01-15,rkm485,9.7055
2001-01-15,rkm483,9.66
2001-01-16,rkm483,9.665
2001-01-16,rkm470,9.3235
2001-01-16,rkm450,8.7975
2001-01-16,rkm444,
2001-01-16,rkm485,9.718
2001-01-16,rkm479,9.56
2001-01-16,rkm440,8.533999999999999
2001-01-17,rkm470,9.284500000000001
2001-01-17,rkm485,9.66
2001-01-17,rkm444,
2001-01-17,rkm440,8.5335
2001-01-17,rkm483,9.6095
2001-01-17,rkm479,9.5095
2001-01-17,rkm450,8.7835
2001-01-18,rkm483,9.538
2001-01-18,rkm479,9.491
2001-01-18,rkm485,9.562
2001-01-18,rkm450,9.1485
2001-01-18,rkm470,9.385
2001-01-18,rkm440,9.030999999999999
2001-01-18,rkm444,
2001-01-19,rkm450,9.190999999999999
2001-01-19,rkm485,9.5705
2001-01-19,rkm483,9.548
2001-01-19,rkm470,9.408
2001-01-19,rkm440,9.083
2001-01-19,rkm479,9.505
2001-01-19,rkm444,
2001-01-20,rkm470,9.355
2001-01-20,rkm479,9.470500000000001
2001-01-20,rkm444,
2001-01-20,rkm485,9.5485
2001-01-20,rkm440,8.968
2001-01-20,rkm450,9.096499999999999
2001-01-20,rkm483,9.522
2001-01-21,rkm450,9.542
2001-01-21,rkm485,9.538
2001-01-21,rkm479,9.538499999999999
2001-01-21,rkm444,
2001-01-21,rkm440,9.543500000000002
2001-01-21,rkm470,9.54
2001-01-21,rkm483,9.538
2001-01-22,rkm483,9.533000000000001
2001-01-22,rkm450,9.4555
2001-01-22,rkm440,9.432
2001-01-22,rkm479,9.523499999999999
2001-01-22,rkm444,
2001-01-22,rkm485,9.538
2001-01-22,rkm470,9.503
2001-01-23,rkm483,9.4255
2001-01-23,rkm444,
2001-01-23,rkm470,9.2915
2001-01-23,rkm479,9.384
2001-01-23,rkm485,9.4465
2001-01-23,rkm440,8.9805
2001-01-23,rkm450,9.084
2001-01-24,rkm479,9.0365
2001-01-24,rkm485,9.1395
2001-01-24,rkm444,
2001-01-24,rkm483,9.105
2001-01-24,rkm440,8.3695
2001-01-24,rkm470,8.883
2001-01-24,rkm450,8.5405
2001-01-25,rkm440,7.904999999999999
2001-01-25,rkm450,8.087499999999999
2001-01-25,rkm479,8.6175
2001-01-25,rkm483,8.6905
2001-01-25,rkm470,8.4535
2001-01-25,rkm485,8.7275
2001-01-25,rkm444,
2001-01-26,rkm485,8.459
2001-01-26,rkm479,8.4265
2001-01-26,rkm483,8.448
2001-01-26,rkm470,8.378
2001-01-26,rkm440,8.2155
2001-01-26,rkm444,
2001-01-26,rkm450,8.2695
2001-01-27,rkm485,8.2655
2001-01-27,rkm479,8.286000000000001
2001-01-27,rkm440,8.423000000000002
2001-01-27,rkm450,8.388000000000002
2001-01-27,rkm444,
2001-01-27,rkm483,8.272
2001-01-27,rkm470,8.318000000000001
2001-01-28,rkm470,8.3735
2001-01-28,rkm485,8.26
2001-01-28,rkm450,8.5245
2001-01-28,rkm483,8.2745
2001-01-28,rkm479,8.3045
2001-01-28,rkm440,8.6005
2001-01-28,rkm444,
2001-01-29,rkm483,8.3415
2001-01-29,rkm479,8.3335
2001-01-29,rkm444,
2001-01-29,rkm440,8.257
2001-01-29,rkm450,8.276499999999999
2001-01-29,rkm470,8.316500000000001
2001-01-29,rkm485,8.346
2001-01-30,rkm440,8.0105
2001-01-30,rkm450,8.0705
2001-01-30,rkm470,8.1905
2001-01-30,rkm485,8.280000000000001
2001-01-30,rkm483,8.2675
2001-01-30,rkm479,8.243500000000001
2001-01-30,rkm444,
2001-01-31,rkm479,8.286000000000001
2001-01-31,rkm440,8.087
2001-01-31,rkm444,
2001-01-31,rkm470,8.2405
2001-01-31,rkm450,8.138
2001-01-31,rkm485,8.317
2001-01-31,rkm483,8.3065
2001-02-01,rkm485,8.564499999999999
2001-02-01,rkm450,8.359
2001-02-01,rkm470,8.476500000000001
2001-02-01,rkm479,8.529
2001-02-01,rkm444,
2001-02-01,rkm483,8.552499999999998
2001-02-01,rkm440,8.3005
2001-02-02,rkm483,8.923
2001-02-02,rkm470,8.9785
2001-02-02,rkm479,8.94
2001-02-02,rkm440,9.1055
2001-02-02,rkm444,
2001-02-02,rkm450,9.063
2001-02-02,rkm485,8.915
2001-02-03,rkm479,9.2805
2001-02-03,rkm444,
2001-02-03,rkm470,9.416
2001-02-03,rkm440,9.867
2001-02-03,rkm485,9.1905
2001-02-03,rkm450,9.7165
2001-02-03,rkm483,9.22
2001-02-04,rkm440,10.0795
2001-02-04,rkm444,
2001-02-04,rkm485,9.357
2001-02-04,rkm479,9.453
2001-02-04,rkm470,9.597999999999999
2001-02-04,rkm483,9.3885
2001-02-04,rkm450,9.919
2001-02-05,rkm444,
2001-02-05,rkm485,9.418500000000002
2001-02-05,rkm440,9.523
2001-02-05,rkm470,9.453499999999998
2001-02-05,rkm483,9.4225
2001-02-05,rkm450,9.499500000000001
2001-02-05,rkm479,9.432
2001-02-06,rkm483,9.299
2001-02-06,rkm440,9.073
2001-02-06,rkm485,9.31
2001-02-06,rkm450,9.125
2001-02-06,rkm470,9.230999999999998
2001-02-06,rkm479,9.277999999999999
2001-02-06,rkm444,
2001-02-07,rkm444,
2001-02-07,rkm479,9.0915
2001-02-07,rkm485,9.1305
2001-02-07,rkm450,8.905000000000001
2001-02-07,rkm483,9.117
2001-02-07,rkm470,9.033999999999999
2001-02-07,rkm440,8.841000000000001
2001-02-08,rkm444,
2001-02-08,rkm470,8.6905
2001-02-08,rkm485,8.922
2001-02-08,rkm440,8.227
2001-02-08,rkm483,8.8905
2001-02-08,rkm450,8.381499999999999
2001-02-08,rkm479,8.829
2001-02-09,rkm444,
2001-02-09,rkm440,7.632999999999999
2001-02-09,rkm470,8.214
2001-02-09,rkm450,7.826499999999999
2001-02-09,rkm485,8.504000000000001
2001-02-09,rkm483,8.465
2001-02-09,rkm479,8.3875
2001-02-10,rkm470,7.798500000000001
2001-02-10,rkm485,7.9325
2001-02-10,rkm444,
2001-02-10,rkm450,7.619
2001-02-10,rkm483,7.9145
2001-02-10,rkm479,7.8785
2001-02-10,rkm440,7.53
2001-02-11,rkm483,7.6425
2001-02-11,rkm450,7.7675
2001-02-11,rkm440,7.806000000000001
2001-02-11,rkm479,7.6575
2001-02-11,rkm470,7.692
2001-02-11,rkm444,
2001-02-11,rkm485,7.635
2001-02-12,rkm485,7.5145
2001-02-12,rkm483,7.5335
2001-02-12,rkm479,7.5725
2001-02-12,rkm444,
2001-02-12,rkm440,7.952500000000001
2001-02-12,rkm450,7.855
2001-02-12,rkm470,7.660499999999999
2001-02-13,rkm450,7.877
2001-02-13,rkm483,7.385
2001-02-13,rkm485,7.356
2001-02-13,rkm479,7.445
2001-02-13,rkm444,
2001-02-13,rkm470,7.5794999999999995
2001-02-13,rkm440,8.026
2001-02-14,rkm470,7.452500000000001
2001-02-14,rkm485,7.4125
2001-02-14,rkm479,7.428
2001-02-14,rkm444,
2001-02-14,rkm483,7.417
2001-02-14,rkm440,7.532
2001-02-14,rkm450,7.505
2001-02-15,rkm485,7.749499999999999
2001-02-15,rkm483,7.739
2001-02-15,rkm479,7.72
2001-02-15,rkm470,7.677
2001-02-15,rkm440,7.5315
2001-02-15,rkm450,7.579500000000001
2001-02-15,rkm444,
2001-02-16,rkm444,
2001-02-16,rkm450,8.0935
2001-02-16,rkm479,8.1005
2001-02-16,rkm470,8.099
2001-02-16,rkm483,8.1015
2001-02-16,rkm485,8.102500000000001
2001-02-16,rkm440,8.091000000000001
2001-02-17,rkm444,
2001-02-17,rkm450,8.297
2001-02-17,rkm479,8.326
2001-02-17,rkm483,8.33
2001-02-17,rkm485,8.3325
2001-02-17,rkm440,8.286999999999999
2001-02-17,rkm470,8.317499999999999
2001-02-18,rkm479,8.5175
2001-02-18,rkm483,8.498000000000001
2001-02-18,rkm485,8.489
2001-02-18,rkm470,8.561
2001-02-18,rkm440,8.7045
2001-02-18,rkm444,
2001-02-18,rkm450,8.6565
2001-02-19,rkm450,8.882
2001-02-19,rkm444,
2001-02-19,rkm470,8.64
2001-02-19,rkm483,8.482
2001-02-19,rkm440,9.003
2001-02-19,rkm479,8.5305
2001-02-19,rkm485,8.458
2001-02-20,rkm444,
2001-02-20,rkm470,8.494
2001-02-20,rkm440,9.405
2001-02-20,rkm479,8.22
2001-02-20,rkm485,8.038
2001-02-20,rkm483,8.098500000000001
2001-02-20,rkm450,9.1015
2001-02-21,rkm444,
2001-02-21,rkm470,8.1695
2001-02-21,rkm440,8.9125
2001-02-21,rkm483,7.846500000000001
2001-02-21,rkm479,7.946
2001-02-21,rkm450,8.665
2001-02-21,rkm485,7.797499999999999
2001-02-22,rkm483,7.824000000000001
2001-02-22,rkm440,8.6325
2001-02-22,rkm444,
2001-02-22,rkm450,8.444500000000001
2001-02-22,rkm485,7.787
2001-02-22,rkm479,7.8995
2001-02-22,rkm470,8.069
2001-02-23,rkm470,7.9590000000000005
2001-02-23,rkm444,
2001-02-23,rkm485,7.6825
2001-02-23,rkm450,8.3275
2001-02-23,rkm479,7.7925
2001-02-23,rkm483,7.719000000000001
2001-02-23,rkm440,8.512
2001-02-24,rkm485,7.6825
2001-02-24,rkm483,7.7145
2001-02-24,rkm479,7.779
2001-02-24,rkm444,
2001-02-24,rkm440,8.409500000000001
2001-02-24,rkm470,7.925
2001-02-24,rkm450,8.248
2001-02-25,rkm444,
2001-02-25,rkm485,7.663
2001-02-25,rkm440,9.161000000000001
2001-02-25,rkm479,7.8625
2001-02-25,rkm483,7.728999999999999
2001-02-25,rkm450,8.828
2001-02-25,rkm470,8.1625
2001-02-26,rkm470,8.232
2001-02-26,rkm450,8.955
2001-02-26,rkm485,7.6895
2001-02-26,rkm479,7.906000000000001
2001-02-26,rkm444,
2001-02-26,rkm440,9.317
2001-02-26,rkm483,7.761
2001-02-27,rkm470,8.149999999999999
2001-02-27,rkm485,7.715
2001-02-27,rkm479,7.8885000000000005
2001-02-27,rkm450,8.729500000000002
2001-02-27,rkm483,7.7725
2001-02-27,rkm440,9.02
2001-02-27,rkm444,
2001-02-28,rkm470,7.949999999999999
2001-02-28,rkm485,7.686999999999999
2001-02-28,rkm479,7.792
2001-02-28,rkm444,
2001-02-28,rkm450,8.3
2001-02-28,rkm440,8.475999999999999
2001-02-28,rkm483,7.7219999999999995
2001-03-01,rkm450,8.401
2001-03-01,rkm440,8.602
2001-03-01,rkm483,7.7395
2001-03-01,rkm470,8.000499999999999
2001-03-01,rkm485,7.6995000000000005
2001-03-01,rkm479,7.8195
2001-03-01,rkm444,
2001-03-02,rkm450,8.2935
2001-03-02,rkm483,7.805499999999999
2001-03-02,rkm485,7.776
2001-03-02,rkm479,7.8645
2001-03-02,rkm444,
2001-03-02,rkm470,7.997999999999999
2001-03-02,rkm440,8.4415
2001-03-03,rkm444,
2001-03-03,rkm479,7.895
2001-03-03,rkm440,8.0055
2001-03-03,rkm450,7.976999999999999
2001-03-03,rkm470,7.9205
2001-03-03,rkm483,7.8835
2001-03-03,rkm485,7.878
2001-03-04,rkm479,8.067
2001-03-04,rkm470,8.2575
2001-03-04,rkm483,7.9825
2001-03-04,rkm450,8.68
2001-03-04,rkm444,
2001-03-04,rkm440,8.8915
2001-03-04,rkm485,7.9405
2001-03-05,rkm440,10.0915
2001-03-05,rkm485,7.9435
2001-03-05,rkm483,8.038499999999999
2001-03-05,rkm444,
2001-03-05,rkm450,9.614
2001-03-05,rkm470,8.659500000000001
2001-03-05,rkm479,8.229500000000002
2001-03-06,rkm479,8.3675
2001-03-06,rkm444,
2001-03-06,rkm485,7.993499999999999
2001-03-06,rkm470,8.929
2001-03-06,rkm440,10.8
2001-03-06,rkm450,10.175999999999998
2001-03-06,rkm483,8.1175
2001-03-07,rkm444,
2001-03-07,rkm470,9.0815
2001-03-07,rkm440,11.0465
2001-03-07,rkm483,8.2295
2001-03-07,rkm479,8.4915
2001-03-07,rkm450,10.391
2001-03-07,rkm485,8.099
2001-03-08,rkm483,8.3695
2001-03-08,rkm479,8.5685
2001-03-08,rkm450,10.015
2001-03-08,rkm440,10.514
2001-03-08,rkm470,9.018
2001-03-08,rkm485,8.27
2001-03-08,rkm444,
2001-03-09,rkm479,8.5535
2001-03-09,rkm470,8.8305
2001-03-09,rkm450,9.445
2001-03-09,rkm444,
2001-03-09,rkm485,8.369499999999999
2001-03-09,rkm440,9.7525
2001-03-09,rkm483,8.4305
2001-03-10,rkm444,
2001-03-10,rkm450,9.422
2001-03-10,rkm470,8.874500000000001
2001-03-10,rkm485,8.4635
2001-03-10,rkm440,9.6965
2001-03-10,rkm483,8.5175
2001-03-10,rkm479,8.627500000000001
2001-03-11,rkm444,
2001-03-11,rkm483,8.677
2001-03-11,rkm485,8.619
2001-03-11,rkm479,8.794
2001-03-11,rkm450,9.6415
2001-03-11,rkm440,9.9345
2001-03-11,rkm470,9.057500000000001
2001-03-12,rkm479,8.899999999999999
2001-03-12,rkm483,8.766000000000002
2001-03-12,rkm485,8.699
2001-03-12,rkm444,
2001-03-12,rkm470,9.202
2001-03-12,rkm440,10.208
2001-03-12,rkm450,9.872
2001-03-13,rkm470,9.2715
2001-03-13,rkm479,8.9815
2001-03-13,rkm440,10.2365
2001-03-13,rkm444,
2001-03-13,rkm450,9.9145
2001-03-13,rkm485,8.789000000000001
2001-03-13,rkm483,8.853000000000002
2001-03-14,rkm444,
2001-03-14,rkm485,8.9335
2001-03-14,rkm440,9.756499999999999
2001-03-14,rkm483,8.9695
2001-03-14,rkm479,9.0425
2001-03-14,rkm470,9.208
2001-03-14,rkm450,9.574
2001-03-15,rkm440,9.9345
2001-03-15,rkm485,9.259
2001-03-15,rkm444,
2001-03-15,rkm450,9.785
2001-03-15,rkm470,9.4845
2001-03-15,rkm479,9.3485
2001-03-15,rkm483,9.288499999999999
2001-03-16,rkm485,9.501999999999999
2001-03-16,rkm450,10.467500000000001
2001-03-16,rkm440,10.743
2001-03-16,rkm483,9.5565
2001-03-16,rkm479,9.667
2001-03-16,rkm470,9.916
2001-03-16,rkm444,
2001-03-17,rkm483,9.6255
2001-03-17,rkm485,9.5505
2001-03-17,rkm470,10.118500000000001
2001-03-17,rkm440,11.254000000000001
2001-03-17,rkm479,9.777000000000001
2001-03-17,rkm444,
2001-03-17,rkm450,10.875499999999999
2001-03-18,rkm470,10.347999999999999
2001-03-18,rkm444,
2001-03-18,rkm485,9.6165
2001-03-18,rkm479,9.9085
2001-03-18,rkm483,9.7135
2001-03-18,rkm440,11.811
2001-03-18,rkm450,11.323
2001-03-19,rkm450,11.2545
2001-03-19,rkm479,10.055
2001-03-19,rkm444,
2001-03-19,rkm483,9.89
2001-03-19,rkm440,11.6685
2001-03-19,rkm470,10.427999999999999
2001-03-19,rkm485,9.807500000000001
2001-03-20,rkm470,10.5775
2001-03-20,rkm444,
2001-03-20,rkm483,10.0275
2001-03-20,rkm440,11.846
2001-03-20,rkm450,11.423000000000002
2001-03-20,rkm485,9.943
2001-03-20,rkm479,10.195999999999998
2001-03-21,rkm444,
2001-03-21,rkm470,10.838999999999999
2001-03-21,rkm440,12.596
2001-03-21,rkm479,10.311499999999999
2001-03-21,rkm450,12.010000000000002
2001-03-21,rkm483,10.0775
2001-03-21,rkm485,9.9605
2001-03-22,rkm483,10.1265
2001-03-22,rkm485,10.0095
2001-03-22,rkm479,10.361
2001-03-22,rkm470,10.8885
2001-03-22,rkm450,12.06
2001-03-22,rkm444,
2001-03-22,rkm440,12.6465
2001-03-23,rkm483,10.21
2001-03-23,rkm444,
2001-03-23,rkm479,10.3905
2001-03-23,rkm485,10.1205
2001-03-23,rkm440,12.147
2001-03-23,rkm450,11.6965
2001-03-23,rkm470,10.796
2001-03-24,rkm470,10.759
2001-03-24,rkm450,11.607500000000002
2001-03-24,rkm440,12.032
2001-03-24,rkm444,
2001-03-24,rkm483,10.2065
2001-03-24,rkm485,10.1225
2001-03-24,rkm479,10.3765
2001-03-25,rkm485,9.907
2001-03-25,rkm444,
2001-03-25,rkm479,10.1975
2001-03-25,rkm450,11.605500000000001
2001-03-25,rkm470,10.635000000000002
2001-03-25,rkm440,12.091000000000001
2001-03-25,rkm483,10.0035
2001-03-26,rkm483,9.823
2001-03-26,rkm479,9.9915
2001-03-26,rkm450,11.216000000000001
2001-03-26,rkm440,11.638
2001-03-26,rkm444,
2001-03-26,rkm485,9.739
2001-03-26,rkm470,10.372
2001-03-27,rkm444,
2001-03-27,rkm470,10.49
2001-03-27,rkm479,10.069500000000001
2001-03-27,rkm440,11.889499999999998
2001-03-27,rkm485,9.79
