,beta_t,t_crit,base_surv
0,0.016680310873841322,12.498487439650987,-1.2577796354001505
1,0.20994349135625448,13.040496345957473,-1.0770084074868165
2,0.0155515809867263,12.122005577647377,-1.2770783909570942
3,0.010476437488997507,11.138019857812846,-1.1216908309121616
4,0.050917744142336824,12.564500901090572,-1.2990045279074431
5,0.027330070630420013,12.23206998993153,-1.5399250842497705
6,0.012750527050155332,10.047989459362338,-0.3153144057422891
7,0.015572340329320096,12.038315279793036,-1.2456585018649846
8,0.03159740945700138,12.319006370083413,-1.0517275996176105
9,0.17871834896452554,13.116503926333735,-1.4364123028458864
10,0.11421589491621473,13.049472876917523,-1.3473334861850867
11,0.07404448640267769,13.049512395629371,-1.459789492990911
12,0.04183859417066237,12.30105816167436,-1.3623428551056231
13,0.03390885265520019,12.12192614570991,-1.2422150636087794
14,0.014073200369792536,11.799957935287363,-1.2506964314406994
15,0.017826292273483188,11.837034748494641,-1.4967653776824839
16,5.456980342877863,13.743499998975505,-1.2852988423616505
17,0.07122419057166116,13.020013335928962,-1.4235388569374259
18,0.031536086598879826,12.23882519291464,-1.3910551375600857
19,0.03732249980390079,13.04949196022103,-1.4060207660042368
20,0.01906889157965238,11.475597344350765,-1.2434275540190107
21,0.032430253809557746,12.365375376931631,-1.4175403026505295
22,0.09831198164116586,13.015004604931608,-1.1842849019519939
23,25.580106867298465,14.24384785747425,-1.4377730702737885
24,0.09049533442665958,13.013037442599746,-1.2602429376371456
25,0.015033537424593887,11.1955134849713,-1.0370671253195274
26,0.10269370371267404,13.022992463121756,-1.145319598085747
27,0.029697519165250166,12.18451178428403,-1.3116589148171927
28,0.05176721016142878,12.461480040404544,-1.2934881150946795
29,0.030520428699929422,12.344969211179572,-1.3289944879973308
30,0.02442280175854354,12.20902714042748,-1.1135394569810284
31,2.1920149552217856,13.573500019134565,-1.244922405049903
32,0.02056899201527003,11.910140205333445,-1.321117025786832
33,0.023622479641780145,12.125834201186144,-1.2772634841204153
34,0.005605127172671727,11.264009838735145,-1.071914678849027
35,0.03987484458166357,12.445504715866726,-1.4972695456655214
36,0.04246163584424394,12.313007358782052,-1.295552500811111
37,0.016608231521962218,11.962507234455396,-1.2737150672368012
38,0.012408744834089032,11.115498236632423,-1.0635106172368454
39,0.044988557064263565,12.348512065944831,-1.1883422191461421
40,0.04511669623673391,12.435956616003052,-1.3863105925046122
41,0.014971596623771989,10.048001909911331,-0.003554207752820399
42,0.02316845929367113,12.369001637533831,-1.3490887388088852
43,0.012937582908844137,9.914973199958656,0.13933301051924973
44,0.14769830330120717,13.052984789799822,-1.2750368206624907
45,0.025549217737343144,12.228472194715643,-1.4175326430881048
46,0.07747831161928986,12.6359816717764,-1.103779579077903
47,0.026675740790058647,12.172027641151722,-1.3681800843359242
48,0.020192913299867974,11.849583171629138,-1.3673506002933162
49,0.020244215546796958,12.04449944843628,-1.2278697791113404
50,0.020214321554532837,12.446737124923338,-1.47480922963258
51,0.016489917216125076,11.297899109796745,-1.1010246493615945
52,0.029056442932018905,12.153022997935867,-1.509532868184621
53,0.022286637516486976,11.99296185333445,-1.2645690810722474
54,0.03415532287702766,11.959971359824623,-1.2011373445894618
55,0.02605839268561834,12.304973489958234,-1.3703385568075037
56,0.027549370673456308,12.16125550326971,-1.089104068743264
57,0.20113633201237768,13.116501256132858,-1.2220676614391985
58,0.01361439613105583,10.66398055760557,-0.6150942536710866
59,0.017952810334030383,11.946739708809758,-1.3082900888287246
60,0.03222720679636794,12.25741252187455,-1.1423619769456792
61,0.017244626027801614,12.177984498608204,-1.3960990625792462
62,0.03528668985054775,12.348543737357232,-1.474767037875334
63,0.028256790511181178,11.845489963575796,-1.0961803193290371
64,0.0060683903688483615,11.004468919733362,-1.2253145177160514
65,0.06520181529061381,13.116488042970213,-1.4056171370197637
66,0.038774786371386705,12.449284936451779,-1.2616730372218772
67,0.011860624940079601,12.348504636639202,-1.474849637332754
68,0.23318564315846008,13.120918241475058,-1.3358734849057283
69,0.016900264486550402,11.908985485438915,-1.5563658669139442
70,0.032615395183454216,12.074003959118722,-1.1520757615954489
71,0.025177189893555958,11.903682262383999,-1.085144325351001
72,0.008150890823450255,11.036986113007782,-1.266125588883098
73,0.02140708068663128,12.321477403918415,-1.290848571148305
74,0.02185470801083643,12.116837681748937,-1.1994775560779705
75,0.0404808876306136,12.438980150624374,-1.4092434818196136
76,0.03146594131934581,12.359005517845961,-1.5125714027002473
77,0.026271117328104186,12.212354224556181,-1.3614354468137586
78,0.010398076480339136,11.137988693409273,-0.9622659625273854
79,0.01873676670659781,11.941977295378416,-1.1876426853319337
80,0.014658636338592216,9.92899666269448,0.27964709644932373
81,0.012785320624243467,12.726010176264303,-1.521334755182317
82,0.02827569855444486,11.992967413121292,-1.2051143849996224
83,0.03962967360073184,12.22410647538975,-1.1392699864275437
84,0.028065128049927262,12.131508625311717,-1.5539062706658942
85,0.03813011032221062,12.31799873227429,-1.3309043850173496
86,0.031370470457299016,12.348524809819336,-1.3501287512097342
87,0.016649975313518778,12.136370087434791,-1.2639733200815586
88,0.010488932708330918,11.101560373258527,-0.921993644877106
